Houston Rockets,,https://www.basketball-reference.com/contracts/HOU.html,,,,,,,,,,,,,,,,,,,"The Cavs will be able to offerÿLeBronÿJames a projectedÿmax contractÿof 5 years, $205M this summer; all other teams can offer 4 years, $152M.",
Jaylen Brown,27.1,2,28,,,,30,0.082504421,,+0.3,+0.2,*,"$5,169,960 ",22,4.2,,,,,,,
Guerschon Yabusele,8.0,,,,6,4,10,0,,-0.7,+0.3,,"$2,667,600 ",23,0.9,,,,,,,
Terry Rozier,23.5,28,,,,,28,0.229562558,,+0.9,-0.5,*,"$3,050,390 ",24,3.8,,,,,,,
Semi Ojeleye,12.3,0,0,0,0,0,0,0,,-3.1,-0.9,,,24,0.0,"$1,378,242",<-- Trade w/ CLE,0.8,,,,
Abdel Nader,6.4,,12,,,,12,0.469769063,,-3.5,-0.9,*,"$1,378,242 ",25,-1.6,,,,,,,
Daniel Theis,15.6,,,,3,13,16,0,,-1.3,+1.9,,"$1,378,242 ",26,2.3,,,,,,,
Demetrius Jackson,11.2,0,0,0,0,0,0,0,,-1.7,-0.2,,"$92,857 ",24,0.0,,,,,,,
LeBron James,33.7,,,12,18,6,36,0.02446579,,+5.4,+0.8,*,"$35,607,968",34,16.5,,<-- Trade w/ CLE,44.2,,,,
No. 27 pick,18.1,,,,,,0,#N/A,,-2.0,-0.6,#N/A,"$1,186,300 ",20,0.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Replacement Level,,18,0,0,0,2,20,,,-0.8,-0.8,,,23,0.0,,,,,,,
,,,,,,,Team Tot,,,+4.9,+2.2,,"$117,375,364",28.4,,,,,,,,
,,Expected Champs,,,,,,,,,,,"-$16,375,364",<< vs. cap,,,,,,,,
,,Year+1,Year+2,Year+3,Year+4,Total,,,,Projected Record,,,"$5,624,636",<< vs. tax,,,,,,,,
BOS,,24%,17%,12%,12%,0.65,51%,,,W,L,,,,,,,,,,,
,,Chance of at least 1 title:,,,,51%,,,,58.5,23.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Portland Trail Blazers,,https://www.basketball-reference.com/contracts/POR.html,,,,,,,,,,,,,,,,,,,,
,,Assigned MP,,,,,,,,,,,2019,,,,,,,,,
Player,Rec. MP,PG,SG,SF,PF,C,Total,Slope,,Off +/-,Def +/-,*,Salary,Age,WORP,Shed $$$,121%,Upside Value,Stretch Provision,,,
Damian Lillard,31.6,0,0,0,0,0,0,0,,+5.4,-1.5,,,28,0.0,"$27,977,689 ",<-- Trade w/ CLE,36.9,,,,
C.J. McCollum,31.4,12,24,,,,36,0.213885797,,+2.0,-1.9,*,"$25,759,766 ",27,4.1,,,,,,,
Evan Turner,18.3,6,12,8,,,26,0.518144269,,-2.4,-0.4,*,"$17,868,852 ",30,-1.3,,,,,,,
Maurice Harkless,19.5,,,9,14,,23,0.143101629,,-0.7,+0.6,*,"$10,837,079 ",25,2.5,,,,,,,
Meyers Leonard,10.4,,,,1,12,13,0.076834546,,-1.0,+0.3,*,"$10,595,506 ",26,0.9,,,,,,,
Al-Farouq Aminu,24.5,,,6,18,4,28,0.132755662,,-0.8,+1.8,*,"$6,957,105 ",28,4.7,,,,,,,
Zach Collins,18.0,,,,,18,18,0,,-2.4,+0.5,,"$3,628,920 ",21,0.1,,,,,,,
Caleb Swanigan,10.9,,,,4,8,12,0,,-1.9,+0.4,,"$1,740,000 ",21,0.4,,,,,,,
Jake Layman,8.2,,4,4,,,8,0,,-2.1,-0.3,,"$1,544,951 ",24,-0.2,,,,,,,
Andrew Nicholson,4.4,0,0,0,0,0,0,0,,-2.3,-0.0,,"$2,844,429 ",29,0.0,,,,,,,
Anderson Varejao,4.2,0,0,0,0,0,0,0,,-2.9,+1.2,,"$1,913,345 ",36,0.0,,,,,,,
Festus Ezeli,4.3,0,0,0,0,0,0,0,,-1.9,+1.2,,"$333,333 ",29,0.0,,,,,,,
LeBron James,33.7,10,5,10,8,3,36,0.02446579,,+5.4,+0.8,*,"$35,607,968",34,16.5,,<-- Trade w/ CLE,44.2,,,,
No. 24 pick,18.1,,,,,,0,#N/A,,-1.9,-0.6,#N/A,"$1,316,200 ",20,0.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Replacement Level,,20,3,11,3,3,40,,,-1.1,-0.5,,,23,0.0,,,,,,,
,,,,,,,Team Tot,,,+0.5,+0.1,,"$120,947,454",30.9,,,,,,,,
,,Expected Champs,,,,,,,,,,,"-$19,947,454",<< vs. cap,,,,,,,,
,,Year+1,Year+2,Year+3,Year+4,Total,,,,Projected Record,,,"$2,052,546",<< vs. tax,,,,,,,,
POR,,6%,9%,9%,5%,0.30,27%,,,W,L,,,,,,,,,,,
,,Chance of at least 1 title:,,,,27%,,,,42.8,39.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Clippers,,https://www.basketball-reference.com/contracts/LAC.html,,,,,,,,,,,,,,,,,,,,
,,Assigned MP,,,,,,,,,,,2019,,,,,,,,,
Player,Rec. MP,PG,SG,SF,PF,C,Total,Slope,,Off +/-,Def +/-,*,Salary,Age,WORP,Shed $$$,116%,Upside Value,,,,
DeAndre Jordan,25.5,,,,,31,31,0.297182534,,-0.4,+2.1,*,"$24,119,025 ",30,6.4,,,,,,,
Danilo Gallinari,19.1,,,20,10,,30,0.77369902,,+0.0,-0.5,*,"$21,587,579 ",30,2.5,,,,,,,
Tobias Harris,30.1,0,0,0,0,0,0,0,,+1.2,-0.5,,,26,0.0,"$14,800,000 ",<-- Trade w/ CLE,15.1,,,,
Austin Rivers,24.1,5,25,,,,30,0.336059867,,+0.6,-2.0,*,"$12,650,000 ",26,1.1,,,,,,,
Boban Marjanovic,5.5,0,0,0,0,0,0,0,,-1.6,+1.4,,,30,0.0,"$7,000,000 ",<-- Trade w/ CLE,1.6,,,,
Lou Williams,25.1,0,0,0,0,0,0,0,,+2.9,-3.1,,,32,0.0,"$8,000,000",<-- Trade w/ CLE,5.6,,,,
Milos Teodosic,13.2,18,6,,,,24,0.822955573,,-0.6,-1.6,*,"$6,300,000 ",31,-0.2,,,,,,,
Wesley Johnson,13.2,,5,14,,,19,0.386707335,,-2.7,+1.5,*,"$6,134,520 ",31,0.8,,,,,,,
Patrick Beverley,17.7,16,10,,,,26,0.562384429,,+0.0,-0.2,*,"$5,027,028 ",30,2.6,,,,,,,
Sam Dekker,13.3,,,2,6,6,14,0,,-1.0,-0.3,,"$2,760,095 ",24,0.6,,,,,,,
Jawun Evans,13.6,9,2,,,,11,0,,-1.6,-0.7,,"$1,378,242 ",22,-0.2,,,,,,,
Sindarius Thornwell,15.7,,,4,,,4,0,,-2.0,+0.6,,"$1,378,242 ",24,0.1,,,,,,,
Carlos Delfino,#N/A,0,0,0,0,0,0,#N/A,,-1.7,-0.3,#N/A,"$650,000 ",36,0.0,,,,,,,
Miroslav Raduljica,#N/A,0,0,0,0,0,0,#N/A,,-1.7,-0.3,#N/A,"$300,000 ",31,0.0,,,,,,,
LeBron James,33.7,,,8,20,6,34,0,,+5.4,+0.8,,"$35,607,968",34,15.7,,<-- Trade w/ CLE,44.2,,,,
No. 12 pick,18.1,,,,12,,12,#N/A,,-1.4,-0.4,#N/A,"$2,299,400 ",20,0.1,,,,,,,
No. 13 pick,18.1,,,,,5,5,#N/A,,-1.5,-0.5,#N/A,"$2,184,400 ",20,0.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Replacement Level,,0,0,0,0,0,0,,,,,,,23,0.0,,,,,,,
,,,,,,,Team Tot,,,+1.3,-0.4,,"$122,376,499",31.9,,,,,,,,
,,Expected Champs,,,,,,,,,,,"-$21,376,499",<< vs. cap,,,,,,,,
,,Year+1,Year+2,Year+3,Year+4,Total,,,,Projected Record,,,"$623,501",<< vs. tax,,,,,,,,
LAC,,7%,9%,8%,5%,0.29,26%,,,W,L,,,,,,,,,,,
,,Chance of at least 1 title:,,,,26%,,,,43.5,38.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
New York Knicks,,https://www.basketball-reference.com/contracts/NYK.html,,,,,,,,,,,,,,,,,,,,
,,Assigned MP,,,,,,,,,,,2019,,,,,,,,,
Player,Rec. MP,PG,SG,SF,PF,C,Total,Slope,,Off +/-,Def +/-,*,Salary,Age,WORP,Shed $$$,113%,Upside Value,Stretch Provision,,,
Enes Kanter,22.5,,,,,26,26,0.142686031,,+0.5,-0.3,*,"$18,622,514 ",26,3.2,,,,,,,
Joakim Noah,4.2,0,0,0,0,0,0,0,,-2.6,+1.8,,,33,0.0,"$18,530,000 ",<-- Trade w/ CLE,0.4,,,,
Tim Hardaway,25.1,0,0,0,0,0,0,0,,+1.2,-1.1,,,26,0.0,"$17,325,000 ",<-- Trade w/ CLE,10.3,,,,
Courtney Lee,21.0,,16,13,,,29,0.519486981,,-0.7,-1.5,*,"$12,253,780 ",33,-0.3,,,,,,,
Lance Thomas,10.7,,,7,12,,19,0.648542131,,-2.8,-1.1,*,"$7,119,650 ",30,-2.1,,,,,,,
Kristaps Porzingis,25.0,,,,25,5,30,0.254129089,,-0.1,+2.2,*,"$5,697,054 ",23,6.8,,<-- Best case is they don't have to trade him,,,,,
Ron Baker,8.8,,13,2,,,15,0.483653848,,-1.8,-0.5,*,"$4,544,400 ",25,-0.3,,,,,,,
Kyle O'Quinn,17.1,0,0,0,0,0,0,0,,-0.9,+2.3,,,28,0.0,"$4,256,250",<-- Trade w/ CLE,10.1,,,,
Frank Ntilikina,22.4,20,4,,,,24,0,,-1.8,-0.3,,"$4,155,720 ",20,-0.2,,,,,,,
Emmanuel Mudiay,17.4,10,10,,,,20,0.056706625,,-0.7,-2.1,*,"$4,294,480 ",22,-0.9,,,,,,,
Damyean Dotson,9.1,,5,8,,,13,0.253920282,,-1.2,-1.1,*,"$1,378,242 ",24,-0.2,,,,,,,
Trey Burke,13.7,18,,,,,18,0.233589935,,+1.1,-2.9,*,"$1,795,015 ",26,0.2,,,,,,,
LeBron James,33.7,,,18,11,6,35,0,,+5.4,+0.8,,"$35,607,968",34,16.1,,<-- Trade w/ CLE,44.2,,,,
No. 9 pick,18.1,,,,,11,11,#N/A,,-1.2,-0.4,#N/A,"$2,681,900 ",20,0.3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Replacement Level,,0,0,0,0,0,0,,,,,,,23,0.0,,,,,,,
,,,,,,,Team Tot,,,+0.6,-2.2,,"$98,150,723",30.5,,,,,,,,
,,Expected Champs,,,,,,,,,,,"$2,849,277",<< vs. cap,,,,,,,,
,,Year+1,Year+2,Year+3,Year+4,Total,,,,Projected Record,,,"$24,849,277",<< vs. tax,,,,,,,,
NYK,,3%,6%,7%,4%,0.20,18%,,,W,L,,,,,,,,,,,
,,Chance of at least 1 title:,,,,18%,,,,36.8,45.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Atlanta Hawks,,https://www.basketball-reference.com/contracts/ATL.html,,,,,,,,,,,,,,,,,,,,
,,Assigned MP,,,,,,,,,,,2019,,,,,,,,,
Player,Rec. MP,PG,SG,SF,PF,C,Total,Slope,,Off +/-,Def +/-,*,Salary,Age,WORP,Shed $$$,125%,Upside Value,Stretch Provision,,,
Kent Bazemore,21.2,0,0,0,0,0,0,0,,-0.8,+0.5,,,29,0.0,"$18,089,887 ",<-- Trade w/ OKC,5.6,,,,
Dennis Schroder,25.5,30,,,,,30,0.21659674,,+1.3,-2.5,*,"$15,500,000 ",25,1.4,,,,,,,
Miles Plumlee,8.5,,,,2,14,16,0.608799808,,-3.9,+0.5,*,"$12,500,000 ",30,-1.2,,,,5000000,,,
Dewayne Dedmon,18.4,0,0,0,0,0,0,0,,-1.9,+2.3,,,29,0.0,"$6,300,000",<-- Trade w/ OKC,6.7,,,,
Mike Muscala,15.6,,,,9,10,19,0.143161769,,-0.9,+0.6,*,"$5,000,000 ",27,1.8,,,,,,,
Taurean Waller-Prince,24.5,,8,12,8,,28,0.131846912,,-0.6,-0.2,*,"$2,526,840 ",24,1.9,,,,,,,
John Collins,26.8,0,0,0,0,0,0,0,,-0.5,+1.2,,,21,0.0,"$2,299,080",<-- Trade w/ OKC,28.6,,,,
DeAndre' Bembry,9.3,,6,5,4,2,17,0.620381871,,-2.5,-0.2,*,"$1,634,640 ",24,-0.7,,,,,,,
Isaiah Taylor,12.2,16,2,,,,18,0.404275894,,-1.2,-1.6,*,"$1,544,951 ",24,-0.8,,,,,,,
Tyler Dorsey,14.8,2,16,,,,18,0.126971948,,-0.5,-2.5,*,"$1,378,242 ",22,-1.0,,,,,,,
Jamal Crawford,10.5,0,0,0,0,0,0,0,,-0.9,-4.0,,"$2,304,226 ",38,0.0,,,,,,,
Tyler Cavanaugh,10.7,0,0,0,0,0,0,0,,-0.6,-0.5,,"$1,378,242 ",24,0.0,,,,,,,
LeBron James,33.7,,,10,20,5,35,0,,+5.4,+0.8,,"$38,000,000 ",34,16.1,,,,,,,
Paul George,32.2,,16,18,,,34,0,,+2.1,+0.6,,"$35,540,000 ",28,9.0,,<-- Trade w/ OKC,27.1,,,,
No. 3 pick,18.1,,,3,5,10,18,#N/A,,-0.4,-0.1,#N/A,"$4,704,500 ",20,1.5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Replacement Level,,0,0,0,0,7,7,,,-1.7,+1.3,,,23,0.0,,,,,,,
,,,,,,,Team Tot,,,+2.3,-1.7,,"$122,011,641",30.9,,,,,,,,
,,Expected Champs,,,,,,,,,,,"-$21,011,641",<< vs. cap,,,,,,,,
,,Year+1,Year+2,Year+3,Year+4,Total,,,,Projected Record,,,"$988,359",<< vs. tax,,,,,,,,
ATL,,6%,9%,8%,5%,0.28,25%,,,W,L,,,,,,,,,,,
,,Chance of at least 1 title:,,,,25%,,,,42.6,39.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Indiana Pacers,,https://www.basketball-reference.com/contracts/IND.html,,,,,,,,,,,,,,,,,,,,
,,Assigned MP,,,,,,,,,,,2019,,,,,,Stretch Provision,,,
Player,Rec. MP,PG,SG,SF,PF,C,Total,Slope,,Off +/-,Def +/-,*,Salary,Age,WORP,Shed $$$,,Upside Value,Team Option,,,
Victor Oladipo,30.4,7,27,,,,34,0.137980813,,+2.2,+1.4,*,"$21,000,000 ",26,10.7,,,,Player Option,,,
Thaddeus Young,26.3,0,0,0,0,0,0,0,,-1.1,+1.5,,,30,0.0,"$13,764,045 ",<-- Player option declined,,,,,
Bojan Bogdanovic,21.6,,,18,11,,29,0.470992381,,-0.7,-2.0,*,"$10,500,000 ",29,-1.0,,,,,,,
Darren Collison,21.9,0,0,0,0,0,0,0,,+1.4,-1.5,,,31,0.0,"$10,000,000",<-- Trade w/ ???,,,,,
Al Jefferson,6.5,,,,,17,17,0.997837997,,-3.2,+0.1,*,"$10,000,000 ",34,-1.1,,,,,,,
Cory Joseph,22.2,20,6,,,,26,0.164434582,,-0.3,-1.0,*,"$7,945,000 ",27,0.9,,,,,,,
Lance Stephenson,14.2,0,0,0,0,0,0,0,,-1.0,-1.7,,,28,0.0,"$4,360,000",<-- Option declined,,,,,
Myles Turner,27.3,,,,9,19,28,0,,-0.9,+2.2,,"$3,410,284 ",22,5.2,,,,,,,
Domantas Sabonis,24.3,,,,12,12,24,0,,-1.0,+0.7,,"$2,659,800 ",22,2.3,,,,,,,
T.J. Leaf,9.5,,,5,6,,11,0,,-1.1,-1.2,,"$2,407,560 ",21,-0.2,,,,,,,
Joe Young,7.1,0,0,0,0,0,0,0,,-1.0,-1.9,,,26,0.0,"$1,600,520",<-- Option declined,,,,,
Ike Anigbogu,11.4,,,,5,,5,0,,-1.3,-0.3,,"$1,378,242 ",20,0.1,,,,,,,
Alex Poythress,9.4,0,0,0,0,0,0,0,,-1.4,-0.5,,,25,0.0,"$1,544,951 ",<-- Trade w/ ???,,,,,
Monta Ellis,10.9,0,0,0,0,0,0,0,,-1.8,-0.8,,"$2,245,400 ",33,0.0,,,,,,,
LeBron James,33.7,,5,25,5,,35,0,,+5.4,+0.8,,"$38,000,000",34,16.1,,,,,,,
No. 23 pick,18.1,,,,,,0,#N/A,,-1.8,-0.6,#N/A,"$1,371,000 ",20,0.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Replacement Level,,21,10,0,0,0,31,,,-0.8,-0.9,,,23,0.0,,,,,,,
,,,,,,,Team Tot,,,+1.8,+0.6,,"$100,917,286",28.7,,,,,,,,
,,Expected Champs,,,,,,,,,,,"$82,714",<< vs. cap,,,,,,,,
,,Year+1,Year+2,Year+3,Year+4,Total,,,,Projected Record,,,"$22,082,714",<< vs. tax,,,,,,,,
IND,,7%,9%,8%,7%,0.32,28%,,,W,L,,,,,,,,,,,
,,Chance of at least 1 title:,,,,28%,,,,47.2,34.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Sacramento Kings,,https://www.basketball-reference.com/contracts/SAC.html,,,,,,,,,,,,,,,,,,,,
,,Assigned MP,,,,,,,,,,,2019,,,,,,,,,
Player,Rec. MP,PG,SG,SF,PF,C,Total,Slope,,Off +/-,Def +/-,*,Salary,Age,WORP,Shed $$$,,Upside Value,,,,
Zach Randolph,12.8,0,0,0,0,0,0,0,,-1.5,-1.4,,,37,0.0,"$11,692,308 ",<-- Trade w/ ???,,,,,
Iman Shumpert,12.1,6,6,,,,12,0,,-1.3,-0.2,,"$11,011,234 ",28,0.3,,,,,,,
Bogdan Bogdanovic,24.3,,20,7,,,27,0.066254974,,+0.4,-1.7,*,"$9,000,000 ",26,1.1,,,,,,,
Kosta Koufos,15.1,,,,1,9,10,0,,-2.3,+1.5,,"$8,739,500 ",29,0.7,,,,,,,
Garrett Temple,15.3,,19,4,,,23,0.530550991,,-1.8,-0.6,*,"$8,000,000 ",32,-0.5,,,,,,,
De'Aaron Fox,26.8,21,,,,,21,0,,-0.6,-2.0,,"$5,407,920 ",21,-0.6,,,,,,,
Willie Cauley-Stein,23.3,,,,4,22,26,0.065628792,,-1.5,+1.6,*,"$4,696,875 ",25,3.1,,,,,,,
Buddy Hield,23.5,0,0,0,0,0,0,0,,+0.9,-1.4,,,25,0.0,"$3,833,760",<-- Trade w/ ???,,,,,
Justin Jackson,18.6,,,5,17,,22,0.134672717,,-1.4,-1.0,*,"$2,807,880 ",23,-0.5,,,,,,,
Harry Giles,18.1,,,7,6,,13,#N/A,,-0.9,-0.2,#N/A,"$2,207,040 ",20,0.6,,,,,,,
Skal Labissiere,16.7,,,3,10,7,20,0.123622331,,-1.8,+0.0,*,"$1,544,951 ",22,0.3,,,,,,,
Frank Mason,14.1,19,,,,,19,0.292827456,,-0.3,-2.0,*,"$1,378,242 ",24,-0.3,,,,,,,
Georgios Papagiannis,12.6,,,,,10,10,0,,-1.4,+0.2,,"$2,400,480 ",21,0.5,,,,,,,
Matt Barnes,9.2,0,0,0,0,0,0,0,,-1.5,-0.5,,"$2,133,542 ",38,0.0,,,,,,,
Caron Butler,17.1,0,0,0,0,0,0,0,,-1.6,-0.4,,"$517,220 ",38,0.0,,,,,,,
LeBron James,33.7,2,3,22,10,,37,0.106976012,,+5.3,+0.7,*,"$38,000,000",34,16.8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Replacement Level,,0,0,0,0,0,0,,,,,,,23,0.0,,,,,,,
,,,,,,,Team Tot,,,-0.4,-1.7,,"$97,844,884",32.1,,,,,,,,
,,Expected Champs,,,,,,,,,,,"$3,155,116",<< vs. cap,,,,,,,,
,,Year+1,Year+2,Year+3,Year+4,Total,,,,Projected Record,,,"$25,155,116",<< vs. tax,,,,,,,,
SAC,,3%,7%,8%,4%,0.22,21%,,,W,L,,,,,,,,,,,
,,Chance of at least 1 title:,,,,21%,,,,35.5,46.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Lakers II,,http://www.espn.com/nba/story/_/id/23776431/how-lakers-land-lebron-james-paul-george-kawhi-leonard-nba-free-agency,,,,,,,,,,,,,,,,,,,,
,,Assigned MP,,,,,,,,,,,2019,,,,,,,,,
Player,Rec. MP,PG,SG,SF,PF,C,Total,Slope,,Off +/-,Def +/-,*,Salary,Age,WORP,Shed $$$,119%,Upside Value,Stretch Provision,,,
Luol Deng,7.7,0,0,0,0,0,0,0,,-2.1,+0.5,,,33,0.0,"$7,200,000 ",<-- Trade w/ SAS,0.5,18000000,,,
Lonzo Ball,30.3,0,0,0,0,0,0,0,,+0.4,+2.1,,,21,0.0,"$7,461,960 ",<-- Trade w/ SAS,44.5,,,,
Brandon Ingram,28.4,,,6,25,,31,0.052071791,,-0.4,-0.4,*,"$5,757,120 ",21,2.0,,,,,,,
Tyler Ennis,11.5,14,2,,,,16,0.314046452,,-1.0,-0.8,*,"$1,656,092 ",24,0.2,,,,,,,
Kyle Kuzma,28.3,0,0,0,0,0,0,0,,+0.3,-1.0,,,23,0.0,"$1,689,840 ",<-- Trade w/ SAS,12.0,,,,
Josh Hart,21.5,,24,,,,24,0.04314429,,+0.5,-0.8,*,"$1,655,160 ",23,2.3,,,,,,,
Ivica Zubac,11.7,,,,,14,14,0.039640095,,-1.9,+1.4,*,"$1,544,951 ",21,1.1,,,,,,,
Thomas Bryant,11.2,,,,6,6,12,0,,-1.4,-0.1,,"$1,378,242 ",21,0.4,,,,,,,
LeBron James,33.7,25,,,12,,37,0.106976012,,+5.3,+0.7,*,"$35,400,000 ",34,16.8,,,,,,,
Paul George,32.2,,17,17,3,,37,0.231467338,,+2.0,+0.5,*,"$30,300,000 ",28,9.3,,,,,,,
Kawhi Leonard,20.4,,5,23,,,28,0.507143345,,+2.4,+1.7,*,"$20,100,000 ",27,9.5,,<-- Trade w/ SAS,23.2,,,,
Nerlens Noel,15.3,,,,,20,20,0.276742863,,-2.2,+2.9,*,"$4,000,000 ",24,3.1,,<-- Sign w/ room exception,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Replacement Level,,9,0,2,2,8,21,,,-1.2,+0.1,,,23,0.0,,,,,,,
,,,,,,,Team Tot,,,+4.3,+2.6,,"$101,791,565",28.9,,,,,,,,
,,Expected Champs,,,,,,,,,,,"-$791,565",<< vs. cap,,,,,,,,
,,Year+1,Year+2,Year+3,Year+4,Total,,,,Projected Record,,,"$21,208,435",<< vs. tax,,,,,,,,
NULL,,25%,18%,13%,12%,0.68,53%,,,W,L,,,,,,,,,,,
,,Chance of at least 1 title:,,,,53%,,,,58.2,23.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
New Orleans Pelicans,,https://www.basketball-reference.com/contracts/NOP.html,,,,,,,,,,,http://www.espn.com/nba/story/_/id/23297808/zach-lowe-anthony-davis-demarcus-cousins-new-orleans-pelicans-nba-playoffs,,,,,,,,,
,,Assigned MP,,,,,,,,,,,2019,,,,,,,,,
Player,Rec. MP,PG,SG,SF,PF,C,Total,Slope,,Off +/-,Def +/-,*,Salary,Age,WORP,Shed $$$,113%,Upside Value,Stretch Provision,,,
Jrue Holiday,31.7,0,0,0,0,0,0,0,,+1.4,+0.6,,,28,0.0,"$26,131,111 ",<-- Trade w/ CLE,21.1,,,,
Anthony Davis,31.4,,,,30,2,32,0,,+1.7,+3.2,,"$25,434,263 ",25,12.4,,,,,,,
DeMarcus Cousins,25.6,,,,,28,28,0.03269893,,+2.4,+2.2,*,"$22,500,000 ",28,10.3,,<-- Re-sign FA,,,,,
Nikola Mirotic,22.4,0,0,0,0,0,0,0,,+0.7,+0.8,,,27,0.0,"$12,500,000",<-- Trade w/ CLE,14.3,,,,
Solomon Hill,12.3,0,0,0,0,0,0,0,,-1.4,+0.5,,"$5,202,342 ",27,0.0,"$12,752,928 ",<-- Stretch Provision,,5202341.8,,,
E'Twaun Moore,22.3,10,14,,,,24,0,,-0.3,-1.3,,,29,0.5,"$8,808,685",<-- Trade w/ ???,,,,,
Alexis Ajinca,5.6,,,,,7,7,0,,-3.2,+1.5,,"$5,285,394 ",30,0.1,,,,,,,
Rajon Rondo,16.3,19,,,,,19,0.063984465,,-1.1,-0.4,*,"$3,000,000 ",32,0.6,,<-- Re-sign FA,,,,,
Darius Miller,16.3,,,9,9,,18,0,,+0.6,-1.6,,"$2,205,000 ",28,0.9,,,,,,,
Cheick Diallo,10.5,,,,3,9,12,0,,-1.5,+0.0,,"$1,544,951 ",22,0.4,,,,,,,
Frank Jackson,18.1,0,0,0,0,0,0,#N/A,,-1.1,-0.3,#N/A,,20,0.0,"$1,378,242",<-- Trade w/ CLE,NULL,,,,
LeBron James,33.7,,,36,,,36,0.02446579,,+5.4,+0.8,*,"$35,400,000 ",34,16.5,,<-- Trade w/ CLE (there's no way they accept this_ well probably not),44.2,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Replacement Level,,19,34,3,6,2,64,,,-1.0,-0.7,,,23,0.0,,,,,,,
,,,,,,,Team Tot,,,+3.9,+1.9,,"$100,571,950",29.5,,,,,,,,
,,Expected Champs,,,,,,,,,,,"$428,050",<< vs. cap,,,,,,,,
,,Year+1,Year+2,Year+3,Year+4,Total,,,,Projected Record,,,"$22,428,050",<< vs. tax,,,,,,,,
NOP,,21%,16%,12%,10%,0.59,47%,,,W,L,,,,,,,,,,,
,,Chance of at least 1 title:,,,,47%,,,,55.7,26.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Boston Celtics II,,NULL,,,,,,,,,,,,,,,,,,,,
,,Assigned MP,,,,,,,,,,,2019,,,,,,,,,
Player,Rec. MP,PG,SG,SF,PF,C,Total,Slope,,Off +/-,Def +/-,*,Salary,Age,WORP,Shed $$$,104%,Upside Value,,,,
Gordon Hayward,13.6,0,0,0,0,0,0,0,,+2.1,-0.4,,,28,0.0,"$31,214,295 ",<-- Trade w/ CLE,7.4,,,,
Al Horford,26.2,,,,,28,28,0,,+0.5,+1.9,,"$28,928,710 ",32,6.9,,,,,,,
Kyrie Irving,27.4,30,,,,,30,0.047146537,,+4.2,-1.7,*,"$20,099,188 ",26,7.6,,,,,,,
Jayson Tatum,33.3,,34,,,,34,0,,+1.2,+1.7,,"$6,700,800 ",20,9.3,,,,,,,
Marcus Morris,19.9,,,11,5,4,20,0,,-0.6,-0.4,,"$5,375,000 ",29,1.1,,,,,,,
Jaylen Brown,27.1,,4,26,,,30,0.082504421,,+0.3,+0.2,*,"$5,169,960 ",22,4.2,,,,,,,
Guerschon Yabusele,8.0,,,3,3,1,7,0,,-0.7,+0.3,,"$2,667,600 ",23,0.6,,,,,,,
Terry Rozier,23.5,18,7,,,,25,0,,+1.0,-0.4,,,24,3.7,"$3,050,390",<-- Trade w/ CLE,16.0,,,,
Semi Ojeleye,12.3,,,1,8,,9,0,,-3.1,-0.9,,"$1,378,242 ",24,-1.0,,,,,,,
